Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Power
L,300.8,310.7,1586,33.4,142,0,0,0,0,0,0,9.899999999999977,52972.399999999994
L,300.8,310.7,1589,34.3,144,0,0,0,0,0,0,9.899999999999977,54502.7
L,300.8,310.8,1486,45.7,146,0,0,0,0,0,0,10,67910.2
L,300.9,310.9,1755,27.9,148,0,0,0,0,0,0,10,48964.5
M,301,310.9,1575,34.6,150,0,0,0,0,0,0,9.899999999999977,54495
M,301.1,311.1,1615,37.7,153,0,0,0,0,0,0,10,60885.50000000001
M,301.1,311.1,1436,41.8,156,0,0,0,0,0,0,10,60024.799999999996
M,301.1,311.1,1470,40.6,159,0,0,0,0,0,0,10,59682
M,301.1,311.1,2089,19.8,162,0,0,0,0,0,0,10,41362.200000000004
L,301.1,311.2,1564,37,165,0,0,0,0,0,0,10.099999999999966,57868
M,301,311.1,1420,47.4,167,0,0,0,0,0,0,10.100000000000023,67308
L,301.1,311.1,1711,29.1,170,0,0,0,0,0,0,10,49790.100000000006
L,301.1,311.2,1555,35.3,172,0,0,0,0,0,0,10.099999999999966,54891.49999999999
M,301.1,311.1,1592,35.7,174,0,0,0,0,0,0,10,56834.4
L,301,311.1,1236,64.4,177,1,0,0,0,1,0,10.100000000000023,79598.40000000001
M,301,310.9,1765,24.2,179,0,0,0,0,0,0,9.899999999999977,42713
L,301,311,1634,31.2,182,0,0,0,0,0,0,10,50980.799999999996
L,301.1,311.1,1508,41.5,184,0,0,0,0,0,0,10,62582
L,301.1,311.2,1774,29.6,186,0,0,0,0,0,0,10.099999999999966,52510.4
L,301.1,311,1677,29.1,188,0,0,0,0,0,0,9.899999999999977,48800.700000000004
L,301,311,1399,58,190,1,0,0,0,1,0,10,81142
L,301,310.9,1570,34,192,0,0,0,0,0,0,9.899999999999977,53380
L,301,310.9,1479,44.3,194,0,0,0,0,0,0,9.899999999999977,65519.7
L,301,310.8,1558,34.9,196,0,0,0,0,0,0,9.800000000000011,54374.2
L,300.8,310.7,1358,48.1,198,0,0,0,0,0,0,9.899999999999977,65319.8
H,300.9,310.7,1656,30.7,200,0,0,0,0,0,0,9.800000000000011,50839.2
L,300.9,310.7,1523,35.8,205,0,0,0,0,0,0,9.800000000000011,54523.399999999994
H,300.9,310.7,1403,40.6,207,0,0,0,0,0,0,9.800000000000011,56961.8
M,300.9,310.7,1362,51.6,212,0,0,0,0,0,0,9.800000000000011,70279.2
M,300.7,310.6,1778,27.1,215,0,0,0,0,0,0,9.900000000000034,48183.8
L,300.7,310.5,1448,38.2,218,0,0,0,0,0,0,9.800000000000011,55313.600000000006
H,300.8,310.5,1559,40.1,220,0,0,0,0,0,0,9.699999999999989,62515.9
L,300.8,310.6,1416,42.2,225,0,0,0,0,0,0,9.800000000000011,59755.200000000004
L,300.8,310.6,1577,37.9,227,1,1,0,0,0,0,9.800000000000011,59768.299999999996
L,300.8,310.7,1633,27.8,0,0,0,0,0,0,0,9.899999999999977,45397.4
L,300.9,310.7,1573,31.2,2,0,0,0,0,0,0,9.800000000000011,49077.6
L,300.9,310.8,1517,44.3,4,0,0,0,0,0,0,9.900000000000034,67203.09999999999
L,301,310.9,1515,37.3,6,0,0,0,0,0,0,9.899999999999977,56509.49999999999
L,301,310.8,1527,45.3,8,0,0,0,0,0,0,9.800000000000011,69173.09999999999
L,301.1,310.9,1282,67.9,10,1,0,0,1,0,0,9.799999999999955,87047.8
M,301.1,310.9,1396,45.1,12,0,0,0,0,0,0,9.799999999999955,62959.6
L,301,310.9,1492,44.6,15,0,0,0,0,0,0,9.899999999999977,66543.2
L,301,310.8,1975,19.7,17,0,0,0,0,0,0,9.800000000000011,38907.5
L,301,310.8,1475,35.3,19,0,0,0,0,0,0,9.800000000000011,52067.49999999999
H,301,310.9,1495,37.3,21,0,0,0,0,0,0,9.899999999999977,55763.49999999999
L,301,311,1553,35.8,26,0,0,0,0,0,0,10,55597.399999999994
L,301.1,311,1918,21.7,28,0,0,0,0,0,0,9.899999999999977,41620.6
M,301.1,311,1413,46.6,30,0,0,0,0,0,0,9.899999999999977,65845.8
L,301,311,1437,56,33,0,0,0,0,0,0,10,80472
L,301,310.9,1450,45.9,35,0,0,0,0,0,0,9.899999999999977,66555
M,301,310.9,1910,21.9,37,0,0,0,0,0,0,9.899999999999977,41829
L,300.9,310.9,1749,26.4,40,0,0,0,0,0,0,10,46173.6
H,301,310.9,1916,22,42,0,0,0,0,0,0,9.899999999999977,42152
L,301,310.9,1428,45.3,47,0,0,0,0,0,0,9.899999999999977,64688.399999999994
L,301,310.9,1578,38.4,49,0,0,0,0,0,0,9.899999999999977,60595.2
L,300.9,310.8,1571,39.9,51,0,0,0,0,0,0,9.900000000000034,62682.899999999994
L,300.9,310.8,1729,30.2,53,0,0,0,0,0,0,9.900000000000034,52215.799999999996
L,300.9,310.8,1701,30.4,55,0,0,0,0,0,0,9.900000000000034,51710.399999999994
L,300.9,310.8,1493,45.8,57,0,0,0,0,0,0,9.900000000000034,68379.4
M,301,310.9,1554,32.7,59,0,0,0,0,0,0,9.899999999999977,50815.8
L,300.9,310.9,1497,43.2,62,0,0,0,0,0,0,10,64670.4
L,301,310.9,1679,29.8,64,0,0,0,0,0,0,9.899999999999977,50034.200000000004
M,301,310.9,1510,44.5,66,0,0,0,0,0,0,9.899999999999977,67195
L,301,310.9,1296,54.9,69,0,0,0,0,0,0,9.899999999999977,71150.4
L,301,310.9,1404,41.8,71,0,0,0,0,0,0,9.899999999999977,58687.2
M,300.9,310.8,1519,34.9,73,0,0,0,0,0,0,9.900000000000034,53013.1
M,300.9,310.7,1696,27.3,76,0,0,0,0,0,0,9.800000000000011,46300.8
M,300.8,310.6,1669,28.4,79,0,0,0,0,0,0,9.800000000000011,47399.6
L,300.7,310.6,1447,40.7,82,0,0,0,0,0,0,9.900000000000034,58892.9
M,300.7,310.6,1418,46.3,84,0,0,0,0,0,0,9.900000000000034,65653.4
L,300.7,310.6,1407,40.5,87,0,0,0,0,0,0,9.900000000000034,56983.5
L,300.8,310.5,1434,44.5,89,0,0,0,0,0,0,9.699999999999989,63813
L,300.8,310.6,1360,48.8,91,0,0,0,0,0,0,9.800000000000011,66368
L,300.8,310.6,1402,53.7,93,0,0,0,0,0,0,9.800000000000011,75287.40000000001
L,300.9,310.6,1552,34.9,95,0,0,0,0,0,0,9.700000000000045,54164.799999999996
L,300.9,310.7,1392,44.2,97,0,0,0,0,0,0,9.800000000000011,61526.4
L,301.1,310.8,1521,41,99,0,0,0,0,0,0,9.699999999999989,62361
L,301.1,310.8,1724,27.5,101,0,0,0,0,0,0,9.699999999999989,47410
M,301,310.7,1455,46.1,103,0,0,0,0,0,0,9.699999999999989,67075.5
H,301,310.6,1366,50.6,106,0,0,0,0,0,0,9.600000000000023,69119.6
H,301.1,310.6,1407,43.9,111,0,0,0,0,0,0,9.5,61767.299999999996
L,301.1,310.8,1470,49.3,116,0,0,0,0,0,0,9.699999999999989,72471
M,301.2,310.9,1359,50.8,118,0,0,0,0,0,0,9.699999999999989,69037.2
H,301.1,310.8,1792,25.8,121,0,0,0,0,0,0,9.699999999999989,46233.6
M,301.1,310.9,1552,37.9,126,0,0,0,0,0,0,9.799999999999955,58820.799999999996
L,301.2,311,1612,32.9,129,0,0,0,0,0,0,9.800000000000011,53034.799999999996
M,301.2,311,1424,41.4,131,0,0,0,0,0,0,9.800000000000011,58953.6
H,301.3,311,1341,59.3,134,0,0,0,0,0,0,9.699999999999989,79521.3
L,301.2,310.8,1479,38.2,139,0,0,0,0,0,0,9.600000000000023,56497.8
L,301.2,310.9,1413,50.1,141,0,0,0,0,0,0,9.699999999999989,70791.3
L,301.3,310.9,2165,17.4,143,0,0,0,0,0,0,9.599999999999966,37671
M,301.3,311,1641,33,145,0,0,0,0,0,0,9.699999999999989,54153
M,301.3,311,1495,40.8,148,0,0,0,0,0,0,9.699999999999989,60995.99999999999
L,301.3,311,1576,30.4,151,0,0,0,0,0,0,9.699999999999989,47910.399999999994
L,301.2,310.9,1467,37.1,153,0,0,0,0,0,0,9.699999999999989,54425.700000000004
L,301.2,310.8,1479,41.2,155,0,0,0,0,0,0,9.600000000000023,60934.8
L,301.3,310.9,1596,33.9,157,0,0,0,0,0,0,9.599999999999966,54104.399999999994
M,301.3,310.9,1512,36.9,159,0,0,0,0,0,0,9.599999999999966,55792.799999999996
L,301.4,310.9,1414,38.8,162,0,0,0,0,0,0,9.5,54863.2
L,301.3,310.8,1390,57.4,164,0,0,0,0,0,0,9.5,79786
L,301.2,310.7,1644,31.6,166,0,0,0,0,0,0,9.5,51950.4
M,301.2,310.7,1394,42.8,168,0,0,0,0,0,0,9.5,59663.2
L,301.1,310.5,1324,52.4,171,0,0,0,0,0,0,9.399999999999977,69377.59999999999
L,301,310.4,1476,43.6,173,0,0,0,0,0,0,9.399999999999977,64353.6
L,301,310.4,2204,16.6,175,0,0,0,0,0,0,9.399999999999977,36586.4
M,301,310.4,1665,30.9,177,0,0,0,0,0,0,9.399999999999977,51448.5
L,300.9,310.4,1445,41.7,180,0,0,0,0,0,0,9.5,60256.50000000001
H,300.8,310.3,1457,46.8,182,0,0,0,0,0,0,9.5,68187.59999999999
L,300.8,310.2,1492,46.3,187,0,0,0,0,0,0,9.399999999999977,69079.59999999999
L,300.8,310.1,1405,61.2,189,1,0,0,1,1,0,9.300000000000011,85986
L,300.7,310.1,1542,35.5,191,0,0,0,0,0,0,9.400000000000034,54741
L,300.8,310.2,1520,37.7,193,0,0,0,0,0,0,9.399999999999977,57304.00000000001
M,300.8,310.2,1598,36.5,195,0,0,0,0,0,0,9.399999999999977,58327
L,300.8,310.3,1538,36.1,198,0,0,0,0,0,0,9.5,55521.8
L,300.9,310.4,1615,30.9,200,0,0,0,0,0,0,9.5,49903.5
L,301,310.5,1408,47,202,0,0,0,0,0,0,9.5,66176
L,301,310.5,1379,57.3,204,1,0,0,0,1,0,9.5,79016.7
L,301,310.6,1493,37.8,206,1,1,0,0,0,0,9.600000000000023,56435.399999999994
L,301.1,310.7,1376,49.1,0,0,0,0,0,0,0,9.599999999999966,67561.6
M,301.1,310.7,1583,40.7,2,0,0,0,0,0,0,9.599999999999966,64428.100000000006
M,301.2,310.8,1396,47.4,5,0,0,0,0,0,0,9.600000000000023,66170.4
L,301.1,310.7,1436,45.3,8,0,0,0,0,0,0,9.599999999999966,65050.799999999996
L,301.1,310.6,1417,47.6,10,0,0,0,0,0,0,9.5,67449.2
L,301,310.6,1641,33.4,12,0,0,0,0,0,0,9.600000000000023,54809.399999999994
M,301,310.6,1698,27.3,14,0,0,0,0,0,0,9.600000000000023,46355.4
L,300.9,310.4,1541,39.1,17,0,0,0,0,0,0,9.5,60253.100000000006
L,300.8,310.3,1383,46.6,19,0,0,0,0,0,0,9.5,64447.8
L,300.8,310.4,1368,46.8,21,0,0,0,0,0,0,9.599999999999966,64022.399999999994
L,300.8,310.4,1570,35.2,23,0,0,0,0,0,0,9.599999999999966,55264.00000000001
L,300.9,310.5,1616,33.5,25,0,0,0,0,0,0,9.600000000000023,54136
M,300.9,310.5,1444,43.2,27,0,0,0,0,0,0,9.600000000000023,62380.8
L,300.9,310.4,2021,18.8,30,0,0,0,0,0,0,9.5,37994.8
M,300.9,310.5,1702,29.3,32,0,0,0,0,0,0,9.600000000000023,49868.6
M,301.1,310.6,1429,52.7,35,0,0,0,0,0,0,9.5,75308.3
L,301.2,310.8,1711,28.9,38,0,0,0,0,0,0,9.600000000000023,49447.899999999994
M,301.2,310.7,1543,32.9,40,0,0,0,0,0,0,9.5,50764.7
L,301.3,310.8,1628,32.2,43,0,0,0,0,0,0,9.5,52421.600000000006
L,301.2,310.8,1233,64.6,45,0,0,0,0,0,0,9.600000000000023,79651.79999999999
L,301.2,310.8,1461,40.6,47,0,0,0,0,0,0,9.600000000000023,59316.6
L,301.2,310.7,1568,38.3,49,0,0,0,0,0,0,9.5,60054.399999999994
L,301.3,310.8,1432,54.4,51,0,0,0,0,0,0,9.5,77900.8
M,301.2,310.7,1527,41.1,53,0,0,0,0,0,0,9.5,62759.700000000004
M,301.3,310.8,1455,41.2,56,0,0,0,0,0,0,9.5,59946.00000000001
M,301.3,310.8,1418,45.4,59,0,0,0,0,0,0,9.5,64377.2
L,301.3,310.8,1719,29.5,62,0,0,0,0,0,0,9.5,50710.5
M,301.2,310.8,1734,31.3,64,0,0,0,0,0,0,9.600000000000023,54274.200000000004
M,301.2,310.7,1426,46.1,67,0,0,0,0,0,0,9.5,65738.6
L,301.1,310.6,1611,35.2,70,0,0,0,0,0,0,9.5,56707.200000000004
M,301.1,310.6,1479,41.1,72,0,0,0,0,0,0,9.5,60786.9
L,301,310.5,1317,50.9,75,0,0,0,0,0,0,9.5,67035.3
L,301,310.5,1248,61.4,77,0,0,0,0,0,0,9.5,76627.2
L,301,310.5,1932,21.7,79,0,0,0,0,0,0,9.5,41924.4
M,301.1,310.5,1547,35.8,81,0,0,0,0,0,0,9.399999999999977,55382.6
L,301,310.4,1614,31.6,84,0,0,0,0,0,0,9.399999999999977,51002.4
H,301,310.4,1512,44.9,86,0,0,0,0,0,0,9.399999999999977,67888.8
L,301.1,310.5,1529,38.7,91,0,0,0,0,0,0,9.399999999999977,59172.3
H,301.1,310.6,1782,24.9,93,0,0,0,0,0,0,9.5,44371.799999999996
L,301,310.5,1429,39.4,98,0,0,0,0,0,0,9.5,56302.6
M,301.1,310.5,1309,60.7,100,0,0,0,0,0,0,9.399999999999977,79456.3
L,301.1,310.5,1428,44.1,103,0,0,0,0,0,0,9.399999999999977,62974.8
L,301.2,310.6,1385,49.2,105,0,0,0,0,0,0,9.400000000000034,68142
L,301.2,310.7,1517,39.4,107,0,0,0,0,0,0,9.5,59769.799999999996
M,301.2,310.6,1576,39.6,109,0,0,0,0,0,0,9.400000000000034,62409.600000000006
L,301.2,310.6,1437,51.2,112,0,0,0,0,0,0,9.400000000000034,73574.40000000001
H,301.2,310.6,1457,50.5,114,0,0,0,0,0,0,9.400000000000034,73578.5
L,301.1,310.5,1532,37.5,119,0,0,0,0,0,0,9.399999999999977,57450
M,301.1,310.5,1603,32.6,121,0,0,0,0,0,0,9.399999999999977,52257.8
L,301,310.4,1563,34.4,124,0,0,0,0,0,0,9.399999999999977,53767.2
L,301,310.3,1617,34.5,126,0,0,0,0,0,0,9.300000000000011,55786.5
M,300.8,310.1,1686,26.9,128,0,0,0,0,0,0,9.300000000000011,45353.399999999994
L,300.9,310.2,1382,50.4,131,0,0,0,0,0,0,9.300000000000011,69652.8
L,300.9,310.1,2090,17.8,133,0,0,0,0,0,0,9.200000000000045,37202
L,300.9,310.3,1446,44.5,135,0,0,0,0,0,0,9.400000000000034,64347
M,300.9,310.2,1533,38.1,137,0,0,0,0,0,0,9.300000000000011,58407.3
L,300.9,310.3,1440,47.6,140,0,0,0,0,0,0,9.400000000000034,68544
M,301,310.4,1793,25,142,0,0,0,0,0,0,9.399999999999977,44825
M,301,310.4,1517,46.1,145,0,0,0,0,0,0,9.399999999999977,69933.7
L,300.9,310.4,1544,36,148,0,0,0,0,0,0,9.5,55584
L,300.9,310.3,1321,48.8,150,0,0,0,0,0,0,9.400000000000034,64464.799999999996
M,300.9,310.3,1416,50.9,152,0,0,0,0,0,0,9.400000000000034,72074.4
L,300.8,310.2,1514,40,155,0,0,0,0,0,0,9.399999999999977,60560
M,300.8,310.2,1304,52.5,157,0,0,0,0,0,0,9.399999999999977,68460
L,300.7,310.2,1286,64.9,160,0,0,0,0,0,0,9.5,83461.40000000001
M,300.7,310.1,1483,40.2,162,0,0,0,0,0,0,9.400000000000034,59616.600000000006
L,300.7,310.1,1351,46.9,165,0,0,0,0,0,0,9.400000000000034,63361.9
M,300.7,310.1,1367,52.6,167,0,0,0,0,0,0,9.400000000000034,71904.2
L,300.7,310.1,1721,32.3,170,0,0,0,0,0,0,9.400000000000034,55588.299999999996
L,300.6,310,1455,40.4,172,0,0,0,0,0,0,9.399999999999977,58782
L,300.6,310,1425,49.5,174,0,0,0,0,0,0,9.399999999999977,70537.5
L,300.7,310,1672,29.7,176,0,0,0,0,0,0,9.300000000000011,49658.4
M,300.7,310,1641,34.6,178,0,0,0,0,0,0,9.300000000000011,56778.600000000006
M,300.5,310,1580,37,181,0,0,0,0,0,0,9.5,58460
H,300.5,310,1495,47.4,184,0,0,0,0,0,0,9.5,70863
M,300.5,309.9,1994,19.8,189,0,0,0,0,0,0,9.399999999999977,39481.200000000004
M,300.4,309.9,1415,31.8,192,0,0,0,0,0,0,9.5,44997
M,300.4,309.8,1725,30.4,195,0,0,0,0,0,0,9.400000000000034,52440
M,300.4,309.8,1430,43.4,198,0,0,0,0,0,0,9.400000000000034,62062
L,300.4,309.8,1395,48.1,201,0,0,0,0,0,0,9.400000000000034,67099.5
M,300.4,309.8,1435,43.6,203,0,0,0,0,0,0,9.400000000000034,62566
L,300.4,309.9,1681,28.6,206,0,0,0,0,0,0,9.5,48076.600000000006
L,300.5,310,1451,48.6,208,0,0,0,0,0,0,9.5,70518.6
H,300.5,309.9,1397,45.9,210,1,1,0,0,0,0,9.399999999999977,64122.299999999996
M,300.4,309.8,1421,47.2,0,0,0,0,0,0,0,9.400000000000034,67071.2
M,300.3,309.8,1444,42,3,0,0,0,0,0,0,9.5,60648
L,300.2,309.8,1827,23,6,0,0,0,0,0,0,9.600000000000023,42021
H,300.2,309.8,1374,47.7,8,0,0,0,0,0,0,9.600000000000023,65539.8
L,300.2,309.8,1650,29.6,13,0,0,0,0,0,0,9.600000000000023,48840
L,300.2,309.7,1275,60.7,15,0,0,0,0,0,0,9.5,77392.5
L,300.2,309.7,1421,44.6,17,0,0,0,0,0,0,9.5,63376.6
L,300.2,309.8,1557,33.8,19,0,0,0,0,0,0,9.600000000000023,52626.6
L,300.1,309.8,1506,35.2,21,0,0,0,0,0,0,9.699999999999989,53011.200000000004
L,300.1,309.7,1362,49.1,23,0,0,0,0,0,0,9.599999999999966,66874.2
L,300,309.7,1542,47.1,25,0,0,0,0,0,0,9.699999999999989,72628.2
L,300,309.6,1496,38.8,27,0,0,0,0,0,0,9.600000000000023,58044.799999999996
M,300,309.6,1491,42,29,0,0,0,0,0,0,9.600000000000023,62622
L,300.1,309.6,1565,34.8,32,0,0,0,0,0,0,9.5,54461.99999999999
L,300.1,309.7,1481,37.9,34,0,0,0,0,0,0,9.599999999999966,56129.9
M,300.1,309.7,1420,48.4,36,0,0,0,0,0,0,9.599999999999966,68728
L,300.2,309.8,1398,54.8,39,0,0,0,0,0,0,9.600000000000023,76610.4
M,300.2,309.8,1466,45.7,41,0,0,0,0,0,0,9.600000000000023,66996.2
L,300.1,309.8,1430,56.7,44,0,0,0,0,0,0,9.699999999999989,81081
L,300.1,309.7,1441,40.1,46,0,0,0,0,0,0,9.599999999999966,57784.1
M,300.1,309.7,1348,57.3,48,0,0,0,0,0,0,9.599999999999966,77240.4
L,300,309.6,1738,28.7,51,0,0,0,0,0,0,9.600000000000023,49880.6
M,300,309.6,1618,36.2,53,0,0,0,0,0,0,9.600000000000023,58571.600000000006
M,299.9,309.6,1489,41.7,56,0,0,0,0,0,0,9.700000000000045,62091.3
M,299.9,309.5,1412,57.9,59,0,0,0,0,0,0,9.600000000000023,81754.8
M,299.9,309.5,2065,18.1,62,0,0,0,0,0,0,9.600000000000023,37376.5
L,300,309.6,1571,33.1,65,0,0,0,0,0,0,9.600000000000023,52000.100000000006
M,300,309.6,1423,48.7,67,0,0,0,0,0,0,9.600000000000023,69300.1
H,300,309.5,1781,24.9,70,0,0,0,0,0,0,9.5,44346.899999999994
L,300.1,309.6,1321,46.9,75,0,0,0,0,0,0,9.5,61954.9
L,300.1,309.6,1546,36.7,77,0,0,0,0,0,0,9.5,56738.200000000004
M,300,309.5,1879,22.4,79,0,0,0,0,0,0,9.5,42089.6
H,300,309.5,1735,28.9,82,0,0,0,0,0,0,9.5,50141.5
L,300,309.5,1506,38.8,87,0,0,0,0,0,0,9.5,58432.799999999996
H,300,309.6,1629,32.3,89,0,0,0,0,0,0,9.600000000000023,52616.7
L,300,309.6,1694,28.7,94,0,0,0,0,0,0,9.600000000000023,48617.799999999996
L,300.1,309.6,1541,37,96,0,0,0,0,0,0,9.5,57017
L,300,309.6,1514,44.6,98,0,0,0,0,0,0,9.600000000000023,67524.40000000001
L,300.1,309.7,1485,45.9,100,0,0,0,0,0,0,9.599999999999966,68161.5
L,300.2,309.8,1430,55,102,0,0,0,0,0,0,9.600000000000023,78650
L,300.2,309.7,1771,27.1,104,0,0,0,0,0,0,9.5,47994.100000000006
L,300.2,309.8,1481,41.9,106,0,0,0,0,0,0,9.600000000000023,62053.9
H,300.2,309.7,1483,43.8,108,0,0,0,0,0,0,9.5,64955.399999999994
H,300.1,309.6,1463,45.1,113,0,0,0,0,0,0,9.5,65981.3
L,300.1,309.7,1410,48.3,118,0,0,0,0,0,0,9.599999999999966,68103
L,300.2,309.7,1656,34.3,120,0,0,0,0,0,0,9.5,56800.799999999996
M,300.2,309.8,1487,39.2,122,0,0,0,0,0,0,9.600000000000023,58290.4
H,300.3,309.9,1509,46.6,125,0,0,0,0,0,0,9.599999999999966,70319.40000000001
H,300.3,309.9,1677,30.1,130,0,0,0,0,0,0,9.599999999999966,50477.700000000004
L,300.3,309.8,1450,55,135,0,0,0,0,0,0,9.5,79750
M,300.2,309.7,1413,43,137,0,0,0,0,0,0,9.5,60759
L,300.1,309.7,1680,33.8,140,0,0,0,0,0,0,9.599999999999966,56783.99999999999
L,300.2,309.7,1678,30.5,142,0,0,0,0,0,0,9.5,51179
M,300.2,309.7,1408,44,144,0,0,0,0,0,0,9.5,61952
M,300.1,309.6,1376,52.1,147,0,0,0,0,0,0,9.5,71689.6
L,300,309.6,1526,46.4,150,0,0,0,0,0,0,9.600000000000023,70806.4
M,300,309.6,1587,32.6,152,0,0,0,0,0,0,9.600000000000023,51736.200000000004
L,300.1,309.7,1351,58.2,155,0,0,0,0,0,0,9.599999999999966,78628.2
M,300.1,309.6,1501,38,157,0,0,0,0,0,0,9.5,57038
L,300.1,309.7,1601,35.8,160,0,0,0,0,0,0,9.599999999999966,57315.799999999996
M,300,309.6,1573,39.7,162,0,0,0,0,0,0,9.600000000000023,62448.100000000006
M,300.1,309.6,1584,36.7,165,0,0,0,0,0,0,9.5,58132.8
L,300.1,309.6,1649,33.6,168,0,0,0,0,0,0,9.5,55406.4
M,300.2,309.7,1183,61.4,170,0,0,0,0,0,0,9.5,72636.2
L,300.1,309.7,2151,17.5,173,0,0,0,0,0,0,9.599999999999966,37642.5
L,300.2,309.8,1526,45.6,175,0,0,0,0,0,0,9.600000000000023,69585.6
M,300.3,309.9,1611,29,177,0,0,0,0,0,0,9.599999999999966,46719
L,300.3,309.9,1601,31.7,180,0,0,0,0,0,0,9.599999999999966,50751.7
L,300.3,310,1560,40.8,182,0,0,0,0,0,0,9.699999999999989,63647.99999999999
L,300.4,310.1,1544,41.9,184,0,0,0,0,0,0,9.700000000000045,64693.6
M,300.4,310,1560,42.3,186,0,0,0,0,0,0,9.600000000000023,65988
L,300.4,310,1423,44.2,189,0,0,0,0,0,0,9.600000000000023,62896.600000000006
L,300.4,310.1,1614,33.5,191,0,0,0,0,0,0,9.700000000000045,54069
M,300.4,310.1,1457,35.1,193,0,0,0,0,0,0,9.700000000000045,51140.700000000004
L,300.4,310.1,1503,42.2,196,0,0,0,0,0,0,9.700000000000045,63426.600000000006
H,300.4,310.1,1484,38,198,0,0,0,0,0,0,9.700000000000045,56392
L,300.3,309.9,1540,39.9,203,0,0,0,0,0,0,9.599999999999966,61446
H,300.3,309.9,1405,52.1,205,0,0,0,0,0,0,9.599999999999966,73200.5
H,300.3,309.9,1394,46.7,210,1,1,0,0,0,0,9.599999999999966,65099.8
L,300.3,309.9,1518,36.4,0,0,0,0,0,0,0,9.599999999999966,55255.2
L,300.3,309.9,1527,41.4,2,0,0,0,0,0,0,9.599999999999966,63217.799999999996
L,300.3,309.9,1377,55.3,4,0,0,0,0,0,0,9.599999999999966,76148.09999999999
M,300.3,310,1537,37.5,6,0,0,0,0,0,0,9.699999999999989,57637.5
M,300.3,310,1409,43.2,9,0,0,0,0,0,0,9.699999999999989,60868.8
L,300.3,309.9,1393,56.1,12,0,0,0,0,0,0,9.599999999999966,78147.3
L,300.2,309.7,1448,36.8,14,0,0,0,0,0,0,9.5,53286.399999999994
L,300.2,309.8,1418,49.3,16,0,0,0,0,0,0,9.600000000000023,69907.4
M,300.2,309.8,1743,24.1,18,0,0,0,0,0,0,9.600000000000023,42006.3
M,300.2,309.8,1394,47.4,21,0,0,0,0,0,0,9.600000000000023,66075.59999999999
L,300.3,309.8,1523,39.2,24,0,0,0,0,0,0,9.5,59701.600000000006
L,300.2,309.8,1353,59.4,26,0,0,0,0,0,0,9.600000000000023,80368.2
M,300.3,309.9,1447,46.5,28,0,0,0,0,0,0,9.599999999999966,67285.5
L,300.3,309.9,1570,34,31,0,0,0,0,0,0,9.599999999999966,53380
M,300.3,309.9,1494,38.5,33,0,0,0,0,0,0,9.599999999999966,57519
L,300.3,309.9,1621,34.1,36,0,0,0,0,0,0,9.599999999999966,55276.100000000006
L,300.4,310,1769,26.1,38,0,0,0,0,0,0,9.600000000000023,46170.9
L,300.4,310,1282,66.1,40,0,0,0,0,0,0,9.600000000000023,84740.2
L,300.4,310,1581,30.3,42,0,0,0,0,0,0,9.600000000000023,47904.3
L,300.6,310.1,1656,32.7,44,0,0,0,0,0,0,9.5,54151.200000000004
L,300.6,310.2,1648,31.7,46,0,0,0,0,0,0,9.599999999999966,52241.6
L,300.7,310.2,1639,31.4,48,0,0,0,0,0,0,9.5,51464.6
L,300.7,310.2,1348,54.8,50,0,0,0,0,0,0,9.5,73870.4
L,300.8,310.3,1537,33.3,52,0,0,0,0,0,0,9.5,51182.1
M,300.8,310.3,1270,61,54,0,0,0,0,0,0,9.5,77470
L,300.7,310.3,1662,34.4,57,0,0,0,0,0,0,9.600000000000023,57172.799999999996
M,300.7,310.3,1471,40.2,59,0,0,0,0,0,0,9.600000000000023,59134.200000000004
L,300.6,310.1,1337,45.8,62,0,0,0,0,0,0,9.5,61234.6
H,300.7,310.2,1877,24.8,64,0,0,0,0,0,0,9.5,46549.6
L,300.6,310.2,1519,44.6,69,0,0,0,0,0,0,9.599999999999966,67747.40000000001
L,300.6,310.2,1378,47.3,71,0,0,0,0,0,0,9.599999999999966,65179.399999999994
L,300.7,310.2,1696,27.5,73,0,0,0,0,0,0,9.5,46640
L,300.7,310.1,1376,50.8,75,0,0,0,0,0,0,9.400000000000034,69900.8
L,300.7,310.2,1807,24.2,77,0,0,0,0,0,0,9.5,43729.4
L,300.7,310.1,1598,32.8,79,0,0,0,0,0,0,9.400000000000034,52414.399999999994
L,300.7,310.1,1565,40.2,81,0,0,0,0,0,0,9.400000000000034,62913.00000000001
L,300.7,310.2,1387,50.6,83,0,0,0,0,0,0,9.5,70182.2
L,300.7,310,1395,48,85,0,0,0,0,0,0,9.300000000000011,66960
M,300.6,310,1302,62.9,87,0,0,0,0,0,0,9.399999999999977,81895.8
M,300.6,310,1397,55.2,90,0,0,0,0,0,0,9.399999999999977,77114.40000000001
L,300.6,310,1313,52.9,93,0,0,0,0,0,0,9.399999999999977,69457.7
L,300.6,310,1505,35.9,95,0,0,0,0,0,0,9.399999999999977,54029.5
H,300.6,310,1483,44,97,0,0,0,0,0,0,9.399999999999977,65252
H,300.5,310,1358,60.4,102,0,0,0,0,0,0,9.5,82023.2
M,300.5,309.9,1735,27,107,0,0,0,0,0,0,9.399999999999977,46845
M,300.5,309.8,1416,48.5,110,0,0,0,0,0,0,9.300000000000011,68676
